foreign1,foreign2,definitions,level
ごめんください,ご免ください,may I come in? / please forgive me; I'm sorry,JLPT N-2
厚かましい,あつかましい,impudent; shameless; brazen,JLPT N-2
たちまち,忽ち,in an instant; in a moment; immediately; right away; at once / suddenly; all of a sudden; all at once,JLPT N-2
こんばんは,今晩は,good evening,JLPT N-2
さようなら,左様なら,farewell; adieu; goodbye; so long,JLPT N-2
砕く,くだく,to break; to smash,JLPT N-2
砕ける,くだける,to break (into pieces); to be broken; to be smashed / to collapse; to crumble; to decline; to cool (e.g. enthusiasm); to dampen (e.g. one's will to fight) / to become less formal; to throw off reserve; to become affable / to become easy to understand (e.g. a story) / to be worried,JLPT N-2
祭日,さいじつ,national holiday; festival day,JLPT N-2
こする,擦る,to rub; to scrub; to scrape,JLPT N-2
雑巾,ぞうきん,house-cloth; dust cloth,JLPT N-2
錆びる,さびる,to rust; to become rusty,JLPT N-2
まく,撒く,"to scatter; to sprinkle; to strew / to distribute (handbills, etc.); to spread (rumours, etc.) / to give the slip; to throw off; to shake off; to lose",JLPT N-2
散らかす,ちらかす,to scatter around; to leave untidy,JLPT N-2
四つ角,よつかど,four corners / crossroads; intersecting street; street corner,JLPT N-2
とっくに,疾っくに,long ago; already; a long time ago,JLPT N-2
射す,さす,to shine,JLPT N-2
煮える,にえる,to be boiled; to be cooked,JLPT N-2
取り入れる,とりいれる,to harvest; to reap / to take in; to gather in / to adopt (e.g. idea); to accept (e.g. advice); to introduce; to borrow (e.g. word),JLPT N-2
蹴る,ける,to kick / to refuse; to reject,JLPT N-2
重たい,おもたい,heavy; massive; serious; important; severe; oppressed,JLPT N-2
縮める,ちぢめる,to shorten; to reduce; to condense; to shrink / to crumple (fabric); to wrinkle / to make (one's body) smaller; to draw in (one's legs); to duck (one's head),JLPT N-2
縮れる,ちぢれる,to be wavy; to be curled; to be frizzled,JLPT N-2
出迎える,でむかえる,to meet; to greet,JLPT N-2
でたらめ,出鱈目,nonsense; irresponsible remark; codswallop; hogwash; rubbish / random; haphazard; unsystematic,JLPT N-2
小数,しょうすう,fraction (part of); decimal fraction,JLPT N-2
消防署,しょうぼうしょ,fire station,JLPT N-2
たたむ,畳む,"to fold (clothes, umbrella) / to close (a shop, business) / to vacate",JLPT N-2
拭く,ふく,to wipe; to dry,JLPT N-2
しっぽ,尻尾,tail (animal),JLPT N-2
ふりがな,振り仮名,furigana; kana over or beside kanji to indicate pronunciation,JLPT N-2
真似る,まねる,to mimic; to imitate,JLPT N-2
瀬戸物,せともの,earthenware; porcelain; china; pottery; crockery,JLPT N-2
整数,せいすう,integer,JLPT N-2
清書,せいしょ,clean copy,JLPT N-2
生える,はえる,to grow; to spring up; to sprout / to cut (teeth),JLPT N-2
生ずる,しょうずる,to produce; to yield; to cause / to result from; to arise; to be generated,JLPT N-2
絶えず,たえず,constantly; always; continually; steadily,JLPT N-2
ちぎる,千切る,to tear to pieces; to tear to shreds; to tear up / to pick (e.g. fruit); to pluck; to tear off / to do ... heavily; to do ... heartily; to do ... vigorously,JLPT N-2
尖る,とがる,to taper to a point; to become pointed; to become sharp / to look displeased; to look sour; to be on edge; to be touchy,JLPT N-2
うらやましい,羨ましい,"envious (feeling, etc.); jealous / enviable (position, etc.)",JLPT N-2
ようやく,漸く,finally; at last / barely; narrowly; hardly; only just / gradually; little by little; by degrees,JLPT N-2
さかのぼる,遡る,"to go upstream / to go back (in time, to origin); to date back to; to trace back to; to make retroactive",JLPT N-2
さわやか,爽やか,fresh; refreshing; invigorating / clear (e.g. voice); fluent; eloquent,JLPT N-2
掃く,はく,to sweep; to brush; to clean / to gather silkworms,JLPT N-2
かく,掻く,to scratch / to perspire / to shovel; to paddle,JLPT N-2
送り仮名,おくりがな,kana written after a kanji to complete the full (usually kun) reading of the word; declensional kana ending,JLPT N-2
憎らしい,にくらしい,odious; hateful; detestable; horrible / (speaking ironically) darling,JLPT N-2
揃う,そろう,to be complete; to be all present; to make a full set; to be satisfied (of conditions) / to be equal; to be uniform; to be even; to match; to agree / to gather; to assemble; to be collected,JLPT N-2
揃える,そろえる,to collect; to gather; to get together; to complete (a collection) / to arrange; to put in order; to prepare; to get ready / to make uniform; to make even; to match,JLPT N-2
待合室,まちあいしつ,waiting room,JLPT N-2
退ける,のける,"to put something out of the way; to move (something, someone) aside / to remove; to exclude; to take away / to set aside; to keep apart / to remove (someone) from the group; to shun / to do well despite difficulties; to accomplish despite adversity / to do resolutely; to do boldly",JLPT N-2
たいして,大して,(not so) much; (not) very,JLPT N-2
おとなしい,大人しい,obedient; docile; quiet,JLPT N-2
たいそう,大層,very; extremely; exceedingly; greatly; terribly / extreme; excessive; great many; large number of / splended; impressive; tremendous; immense / exaggerated,JLPT N-2
第一,だいいち,first; foremost; number one,JLPT N-2
ただし,但し,but; however; provided that,JLPT N-2
単数,たんすう,singular number,JLPT N-2
淡水,たんすい,fresh water (i.e. not salt water),JLPT N-2
仲直り,なかなおり,reconciliation; make peace with,JLPT N-2
著す,あらわす,to write; to publish,JLPT N-2
しぼむ,萎む,"to wither (of flowers, dreams, etc.); to wilt; to droop; to shrivel; to fade (away); to sag; to deflate",JLPT N-2
潰す,つぶす,"to smash; to crush; to flatten / to shut down; to put out of business; to force (a company) to close up shop / to wreck; to break; to block; to thwart / to butcher; to slaughter; to kill (livestock, for food) / to kill (time); to while away (the time) / to waste (e.g. talents)",JLPT N-2
潰れる,つぶれる,to be crushed; to be smashed; to be broken; to collapse / to become useless; to cease functioning; to be wasted (e.g. time) / to go bankrupt; to go out of business; to fail,JLPT N-2
吊るす,つるす,to hang; to hang up,JLPT N-2
吊る,つる,to hang; to suspend; to sling; to wear (e.g. a sword); to put up (e.g. a shelf) / to hang oneself / to hoist an opponent off of his feet by his loincloth / to turn upwards (as if being pulled); to be slanted (of eyes) / to pucker (e.g. of a seam); to be pulled tight,JLPT N-2
釣り合う,つりあう,to balance; to be in harmony; to be in equilibrium / to suit; to go well together; to be a good match,JLPT N-2
かみそり,剃刀,razor,JLPT N-2
はしご,梯子,ladder / stairs / going to several places in succession (e.g. barhopping),JLPT N-2
まとめる,纏める,to collect; to put (it all) together; to integrate; to consolidate; to unify / to summarize; to aggregate / to bring to a conclusion; to finalize; to settle; to put in order / to establish; to decide,JLPT N-2
つく,点く,to be lit (e.g. electricity comes on); to be lighted / to catch fire,JLPT N-2
田んぼ,たんぼ,paddy field; farm,JLPT N-2
ともかく,兎も角,anyhow; anyway; somehow or other; generally speaking; in any case; be that as it may,JLPT N-2
凍える,こごえる,to freeze (of one's body); to be frozen; to become numb (with cold); to be chilled,JLPT N-2
当てはまる,あてはまる,to apply (a rule); to be applicable; to come under (a category); to fulfill; to hold true,JLPT N-2
憧れる,あこがれる,to long for; to yearn after; to admire; to be attracted by,JLPT N-2
ひとりでに,独りでに,by itself; automatically; naturally,JLPT N-2
突き当たり,つきあたり,"end (of a street, hallway, etc.)",JLPT N-2
突く,つく,"to prick; to stab / to poke; to prod; to push; to thrust; to nudge; to hit; to strike / to use (a cane); to prop oneself up with; to press against (the floor, etc.) / to attack / to brave (the rain, etc.)",JLPT N-2
日の入り,ひのいり,sunset,JLPT N-2
濡らす,ぬらす,to wet; to moisten; to dampen; to soak; to dip,JLPT N-2
ひねる,捻る,"to twist; to wrench; to turn (a switch on or off, etc.); to wring (a neck) / to puzzle over / to defeat easily",JLPT N-2
覗く,のぞく,"to peek (though a keyhole, gap, etc.) / to look down into (a ravine, etc.) / to peek into (a shop, bookstore, etc.) / to sneak a look at; to take a quick look at / to peep (through a telescope, microscope, etc.) / to stick out (a scarf from a collar, etc.); to peek through (sky through a forest canopy, etc.) / to examine (an expression); to study (a face) / to face",JLPT N-2
破れる,やぶれる,"to get torn; to tear; to rip; to break; to wear out / to be broken off (of negotiations, etc.); to break down; to collapse; to fall into ruin",JLPT N-2
売り切れ,うりきれ,sold-out,JLPT N-2
売り切れる,うりきれる,to be sold out,JLPT N-2
這う,はう,to creep; to crawl,JLPT N-2
秤,はかり,scales; weighing machine,JLPT N-2
むく,剥く,to peel; to skin; to pare; to hull; to bare (e.g. fangs); to open wide (e.g. eyes),JLPT N-2
はんこ,判子,seal (used for signature),JLPT N-2
かぶせる,被せる,to cover (with something); to put on (e.g. on someone else's head); to plate something (with a metal); to pour or dash a liquid (on something); to charge (a person with a guilt),JLPT N-2
肘,ひじ,elbow,JLPT N-2
必需品,ひつじゅひん,necessities; necessary article; requisite; essentials,JLPT N-2
敷く,しく,to spread out; to lay out / to take a position / to impose widely (e.g. over a city),JLPT N-2
浮く,うく,"to float / to become merry; to be cheerful / to become loose; to become unsteady / to feel out of it; to be cut off (e.g. from those around you); to feel out of place / to be frivolous; to be uncertain / to have (time, money, etc.) left over; to be saved (e.g. money) / to have no basis; to be unreliable",JLPT N-2
撫でる,なでる,to stroke; to caress; to brush gently; to pat; to rub / to comb (hair); to smooth down,JLPT N-2
風呂敷,ふろしき,wrapping cloth; cloth wrapper,JLPT N-2
副詞,ふくし,adverb,JLPT N-2
ものすごい,物凄い,earth-shattering; staggering; to a very great extent / terrible; frightful; horrible; ghastly,JLPT N-2
分数,ぶんすう,fraction,JLPT N-2
呆れる,あきれる,to be amazed; to be shocked; to be astonished; to be astounded; to be disgusted; to be exasperated,JLPT N-2
放れる,はなれる,to get free (from); to be freed; to be released,JLPT N-2
めいめい,銘々,each; individual,JLPT N-2
めちゃくちゃ,目茶苦茶,absurd; unreasonable; nonsensical; preposterous; incoherent / extreme; senseless; reckless; wanton / disorder; confusion; mess; wreck,JLPT N-2
めんどくさい,面倒臭い,bothersome; tiresome; bother to do,JLPT N-2
儲かる,もうかる,to be profitable; to yield a profit,JLPT N-2
儲ける,もうける,"to profit; to get; to earn; to gain / to have (bear, beget) a child / to have a stroke of luck",JLPT N-2
やたら,矢鱈,indiscriminately; blindly; at random; recklessly; thoughtlessly; excessively; profusely / indiscriminate; random; excessive,JLPT N-2
溶く,とく,"to dissolve (paint); to scramble (eggs); to melt (metal, etc.); to mix (water with flour, etc.)",JLPT N-2
溶ける,とける,to melt; to thaw; to fuse; to dissolve,JLPT N-2
略す,りゃくす,to abbreviate; to omit / to take; to capture,JLPT N-2
流行る,はやる,to be popular; to come into fashion / to be prevalent; to spread widely (e.g. disease); to be endemic / to flourish; to thrive,JLPT N-2
さすが,流石,"as one would expect / still; all the same / even... (e.g. ""even a genius..."")",JLPT N-2
溜める,ためる,to amass; to accumulate; to store / to leave unpaid,JLPT N-2
たまる,溜まる,to collect; to gather; to save; to accumulate; to pile up,JLPT N-2
涼む,すずむ,to cool oneself; to cool off; to enjoy the cool air,JLPT N-2
冷ます,さます,to cool (e.g. from a high temperature to room temperature); to let cool / to dampen; to throw a damper on; to spoil,JLPT N-2
こぼす,零す,to spill; to drop; to shed (tears) / to grumble; to complain / to let one's feelings show,JLPT N-2
こぼれる,零れる,"to spill; to fall out of; to overflow / to peek through; to become visible (although normally not) / to escape (of a smile, tear, etc.)",JLPT N-2
れんが,煉瓦,brick,JLPT N-2
朗らか,ほがらか,"cheerful; merry; sunny; melodious / bright (sky, day, etc.); fine; clear",JLPT N-2
ろうそく,蝋燭,candle,JLPT N-2
もたれる,凭れる,to lean against; to lean on; to recline on / to lie heavy (on the stomach); to be uneasily digested,JLPT N-2
嗅ぐ,かぐ,to sniff; to smell,JLPT N-2
ささやく,囁く,to whisper; to murmur / to rumor; to rumour,JLPT N-2
はめる,嵌める,"to insert; to put in (such that there is a snug fit); to button; to put on (something that envelops, e.g. gloves, ring) / to have sex; to fuck / to pigeonhole (into a particular category) / to place a ring-shaped object around something (esp. one that restricts freedom, such as handcuffs) / to entrap; to set someone up (e.g. frame them for a crime, etc.)",JLPT N-2
ふざける,巫山戯る,to joke; to jest; to kid; to josh / to make fun of; to laugh at; to play a prank / to romp; to gambol; to frolic; to frisk; to mess around; to fool around; to screw around / to neck; to make out,JLPT N-2
ほうき,箒,broom,JLPT N-2
こしらえる,拵える,to make; to manufacture,JLPT N-2
もむ,揉む,to rub; to crumple / to massage / to argue; to have a heated discussion / to train; to coach / to jostle; to crowd; to shake; to rock / to have various experiences (out in the world),JLPT N-2
からかう,揶揄う,to ridicule; to tease; to mock; to chaff; to razz; to banter with; to make fun of; to poke fun at; to make cracks about,JLPT N-2
ずるい,狡い,sly; cunning; dishonest; sneaky; crafty; unfair / miserly,JLPT N-2
かゆい,痒い,itchy,JLPT N-2
しびれる,痺れる,to become numb; to go to sleep (e.g. a limb) / to get an electric shock; to tingle (from an electric shock) / to be excited; to be titillated; to be mesmerized; to be enthralled,JLPT N-2
眩しい,まぶしい,dazzling; radiant,JLPT N-2
めまい,目眩,dizziness; giddiness; vertigo,JLPT N-2
にらむ,睨む,to glare at; to scowl at; to glower at / to stare intensely at; to examine carefully / to estimate; to guess; to suspect; to judge / to keep an eye on someone (e.g. a suspicious or untrustworthy person); to watch / to take account of; to take into consideration,JLPT N-2
へそ,臍,navel; belly button / protrusion or depression in the middle of an object / center; centre; most important part; main point,JLPT N-2
茹でる,ゆでる,"to boil (something in hot water) / to treat with medicinal steam (a swelling, etc.)",JLPT N-2
くどい,諄い,verbose; importunate; wordy; repetitious; long-winded / heavy (taste); rich; strong; cloying; gaudy; loud,JLPT N-2
ためらう,躊躇う,to hesitate; to waver,JLPT N-2
つまずく,躓く,to stumble; to trip / to fail,JLPT N-2
うどん,饂飩,udon; thick Japanese wheat noodles,JLPT N-2
騙す,だます,to trick; to cheat; to deceive / to coax; to wheedle; to soothe and humor (humour),JLPT N-2
それる,逸れる,to turn away; to bear off; to veer away; to swerve from; to miss (e.g. a target) / to deviate (e.g. of a conversation); to digress; to to go astray; to wander,JLPT N-2
傾く,かたむく,to incline toward; to slant; to lurch; to heel over; to be disposed to; to trend toward; to be prone to / to go down (sun); to wane; to sink; to decline,JLPT N-2
剃る,そる,to shave,JLPT N-2
温める,あたためる,to warm; to heat,JLPT N-2
宛名,あてな,(addressee's) name; (recipient's) name and address,JLPT N-2
当てはめる,あてはめる,to apply; to adapt,JLPT N-2
いよいよ,愈々,more and more; all the more; increasingly / at last; finally; beyond doubt / (at the) last moment; worst possible time,JLPT N-2
打ち合わせ,うちあわせ,"advance arrangements; preparatory meeting; briefing session / overlap (of a coat, etc.) / making something match exactly",JLPT N-2
おやつ,お八つ,between-meal snack / mid-afternoon (around 3 o'clock) snack; afternoon refreshment; afternoon tea,JLPT N-2
関わる,かかわる,to be affected; to be influenced / to be concerned with; to have to do with / to stick to (opinions),JLPT N-2
書き取り,かきとり,writing down from other written material; writing kanji text from hiragana / transcription (of spoken material),JLPT N-2
掛け算,かけざん,multiplication,JLPT N-2
仮名,かな,"kana; Japanese syllabary (i.e. hiragana, katakana)",JLPT N-2
組み合わせ,くみあわせ,combination; assortment; set / matching (in a contest); pairing / combination,JLPT N-2
言付ける,ことづける,"to have someone send (a message, parcel, etc.); to send (via someone else); to leave (a message) with someone / to use as an excuse; to make a pretext of",JLPT N-2
好き好き,すきずき,matter of taste,JLPT N-2
図々しい,ずうずうしい,impudent; shameless,JLPT N-2
せっかく,折角,with trouble; at great pains / rare; valuable; precious; long-awaited / kind; generous / specially; especially; expressly,JLPT N-2
そろばん,算盤,abacus,JLPT N-2
炊く,たく,"to cook (grains, e.g. rice) / to boil; to simmer; to stew; to seethe",JLPT N-2
焚く,たく,to burn; to kindle; to light (a fire); to make (a fire) / to heat (a bath); to light (a stove); to stoke (a boiler) / to use (a camera flash),JLPT N-2
なぞなぞ,謎々,riddle; puzzle; enigma,JLPT N-2
なんとなく,何となく,somehow or other; for some reason or another; without knowing why,JLPT N-2
匂う,におう,to be fragrant; to smell (good) / to stink; to smell (bad) / to glow; to be bright / to smack of; to show hints of,JLPT N-2
にわか,俄,sudden; abrupt; unexpected; improvised; hasty; offhand / impromptu skit,JLPT N-2
はがす,剥がす,to tear off; to peel off; to rip off; to strip off; to skin; to flay; to disrobe; to deprive of; to detach; to disconnect,JLPT N-2
引き算,ひきざん,subtraction,JLPT N-2
引き止める,ひきとめる,to detain; to check; to restrain,JLPT N-2
人差し指,ひとさしゆび,index finger; forefinger,JLPT N-2
ひとまず,一まず,for the present; once; in outline,JLPT N-2
ふさがる,塞がる,to be closed; to be blocked; to be healed (e.g. wound); to be shut up / to be clogged; to be plugged up / to be occupied; to be taken (e.g. accommodation),JLPT N-2
塞ぐ,ふさぐ,"to stop up; to close up; to block (up); to plug up; to shut up; to cover (ears, eyes, etc.); to close (eyes, mouth) / to stand in the way; to obstruct / to occupy; to fill up; to take up / to perform one's role; to do one's duty / to feel depressed; to be in low spirits; to mope",JLPT N-2
真っ黒,まっくろ,pitch black,JLPT N-2
もったいない,勿体ない,impious; profane; sacrilegious / too good; more than one deserves; unworthy of / wasteful,JLPT N-2
やかん,薬缶,kettle,JLPT N-2
よそ,余所,another place; somewhere else; strange parts / outside (one's family or group); those people / unrelated matter,JLPT N-2
湧く,わく,"to well (up); to gush forth (of water); to spring out; to surge / to appear (esp. suddenly) (sweat, tears, etc.) / to feel emotions form (joy, bravery, etc.) / to hatch (esp. of parasitic insects, etc.)",JLPT N-2
詫びる,わびる,to apologize; to apologise,JLPT N-2
割り算,わりざん,division,JLPT N-2
めでたい,目出度い,happy; auspicious; propitious; joyous / naive,JLPT N-2
扇ぐ,あおぐ,to fan / to incite; to instigate,JLPT N-2
欧米,おうべい,Europe and America; the West,JLPT N-2
貸間,かしま,room to let; room for rent,JLPT N-2
紙屑,かみくず,wastepaper; paper scraps; paper waste,JLPT N-2
注す,さす,"to pour; to add (liquid); to serve (drinks) / to put on (lipstick, etc.); to apply; to colour; to dye / to light (a fire); to burn",JLPT N-2
すまない,済まない,inexcusable; unjustifiable; unpardonable / sorry; remorseful; apologetic; conscience-stricken; contrite / excuse me; (I'm) sorry; thank you,JLPT N-2
是非とも,ぜひとも,"by all means (with sense of not taking ""no"" for an answer)",JLPT N-2
ねじる,捩る,to screw; to twist / to distort; to parody; to make a pun / to torture; to wrest,JLPT N-2
まとまる,纏まる,to find resolution; to be settled; to be agreed on; to be completed / to be collected; to be assembled; to be brought together / to be well arranged; to be in order; to be unified; to take shape; to be coherent,JLPT N-2
恵まれる,めぐまれる,to be blessed with; to be rich in; to abound in,JLPT N-2
やむを得ない,やむをえない,cannot be helped; unavoidable,JLPT N-2
湯のみ,ゆのみ,teacup,JLPT N-2
割合に,わりあいに,comparatively,JLPT N-2
あれこれ,彼此,this and that; this or that; one thing or another; this way and that / around; about; round about; roughly; nearly; almost,JLPT N-2
お休み,おやすみ,holiday; day off; absence / sleep; rest / Good night,JLPT N-2
ちり紙,ちりがみ,tissue paper; toilet paper,JLPT N-2
お帰り,おかえり,return / welcome home,JLPT N-2
お代わり,おかわり,second helping; another cup; seconds / command to have dog place its second paw in one's hand,JLPT N-2
おはよう,お早う,good morning,JLPT N-2
馬鹿らしい,ばからしい,absurd,JLPT N-2
蒔く,まく,to sow; to plant; to seed / to sprinkle (gold or silver powder on lacquerware),JLPT N-2
載る,のる,to be placed on; to be set on; to be piled on; to be loaded on / to appear (in print); to be mentioned; to be recorded; to be reported; to be given,JLPT N-2
とどまる,止まる,to remain; to abide; to stay (in the one place) / to be limited to; to be confined to,JLPT N-2
ぶつける,打付ける,"to hit (e.g. one's head); to strike; to crash into / to throw (e.g. a ball, a question, a demand) / to express; to vent (e.g. one's anger)",JLPT N-2
くるむ,包む,to wrap up; to tuck in; to pack; to do up; to cover with; to dress in,JLPT N-2
亡くす,なくす,"to lose (through death) (e.g. wife, child)",JLPT N-2
えっと,,let me see; well; errr ...; uhh ...,JLPT N-2
お願いします,おねがいします,please,JLPT N-2
お大事に,おだいじに,take care of yourself; get well soon; God bless you; bless you,JLPT N-2
どっと,,bursting out (laughter); breaking out (applause); roaring; whooping / in a rush; in a surge; flooding in; pouring in / suddenly; all of a sudden,JLPT N-2
ウェイトレス,,waitress,JLPT N-2
加熱,かねつ,heating; application of heat,JLPT N-2
原産,げんさん,place of origin; habitat,JLPT N-2
個体,こたい,individual; specimen,JLPT N-2
交通機関,こうつうきかん,transportation facilities,JLPT N-2
工員,こういん,factory worker,JLPT N-2
しょうがない,仕様がない,it can't be helped; it is inevitable; nothing can be done; there's no point (in doing something); there's no reason (to do something),JLPT N-2
思いっきり,おもいっきり,with all one's strength; with all one's heart; to the utmost / resolution; decisiveness,JLPT N-2
手ごろ,てごろ,moderate; handy; convenient; reasonable,JLPT N-2
酒場,さかば,bar; pub; tavern,JLPT N-2
集金,しゅうきん,money collection,JLPT N-2
いとこ,従姉妹,cousin (female),JLPT N-2
女の人,おんなのひと,woman,JLPT N-2
食塩,しょくえん,table salt,JLPT N-2
真空,しんくう,vacuum; hollow; empty,JLPT N-2
図鑑,ずかん,pictorial book; picture book; illustrated reference book; identification manual; field guide,JLPT N-2
貸家,かしや,house for rent,JLPT N-2
吐き気,はきけ,nausea; sickness in the stomach,JLPT N-2
膨らます,ふくらます,to swell; to expand; to inflate; to bulge,JLPT N-2
領事,りょうじ,consul,JLPT N-2
近々,ちかぢか,soon; nearness; before long,JLPT N-2
ねじ,捻子,"screw / key (of a clock, watch, etc.); spring (of a clock, watch, etc.)",JLPT N-2
広々,ひろびろ,extensive; spacious,JLPT N-2
栓,せん,stopper; cork; stopcock,JLPT N-2
そういえば,そう言えば,"which reminds me ...; come to think of it ...; now that you mention it ...; on that subject ...; so, if you say ...",JLPT N-2
割と,わりと,relatively; comparatively,JLPT N-2
ずらり,,in a row,JLPT N-2
せっせと,,diligently; assiduously; industriously; beavering away,JLPT N-2
いってらっしゃい,行ってらっしゃい,have a good day; take care; see you,JLPT N-2
イコール,,equal / the equality sign (=) / equals (A equals B),JLPT N-2
ウーマン,,woman,JLPT N-2
エプロン,,apron / apron (airport) / apron (stage),JLPT N-2
オイル,,oil; engine oil; kerosene,JLPT N-2
ガム,,chewing gum / gum; rubber,JLPT N-2
ギャング,,gang / gangster,JLPT N-2
コーラス,,chorus,JLPT N-2
コレクション,,collection / correction,JLPT N-2
サンプル,,sample; example; specimen / display model (e.g. plastic food models used by restaurants),JLPT N-2
ショップ,,shop,JLPT N-2
スカーフ,,scarf,JLPT N-2
ストッキング,,stockings,JLPT N-2
ゼミ,,seminar,JLPT N-2
ダイアグラム,,diagram,JLPT N-2
チップ,,gratuity; tip / chip,JLPT N-2
テニスコート,,tennis court,JLPT N-2
バンド,,"band / to perform in a band; to create a (pop) band / The Bund (Shanghai, China)",JLPT N-2
ビルディング,,building,JLPT N-2
フリー,,"free (of restraint, controls, etc.) / free (of cost) / freelance / one-size",JLPT N-2
ブローチ,,brooch,JLPT N-2
モノレール,,monorail,JLPT N-2
専制,せんせい,despotism; autocracy,JLPT N-2
悔やむ,くやむ,to mourn; to lament / to be sorry; to regret; to repent,JLPT N-2
挟まる,はさまる,to get between; to be caught in,JLPT N-2
耕地,こうち,arable land,JLPT N-2
主語,しゅご,subject,JLPT N-2
習字,しゅうじ,penmanship,JLPT N-2
焦がす,こがす,to burn; to scorch; to singe; to char,JLPT N-2
正味,しょうみ,net weight / useful part; actual content / real; effective; full,JLPT N-2
憎い,にくい,hateful; abominable; poor-looking; detestable / amazing; fantastic; admirable; lovely; wonderful,JLPT N-2
足袋,たび,tabi; Japanese socks (with split toe),JLPT N-2
速力,そくりょく,speed,JLPT N-2
特長,とくちょう,forte; merit,JLPT N-2
部首,ぶしゅ,radical (of a kanji character),JLPT N-2
零点,れいてん,"zero (points, marks); no marks / zero (of a function); root / zero degrees (Celsius); freezing point",JLPT N-2
夜行,やこう,walking around at night; night train; night travel,JLPT N-2
請う,こう,to beg; to ask; to request; to invite,JLPT N-2
見慣れる,みなれる,to become used to seeing; to be familiar with,JLPT N-2
言いつける,いいつける,to tell (to do); to order; to charge; to direct / to tell on (someone); to tattle; to report / to often say,JLPT N-2
通りかかる,とおりかかる,to happen to pass by,JLPT N-2
あくまで,飽く迄,to the end; to the bitter end; to the last; stubbornly; persistently; consistently; to the utmost / after all; it must be remembered; only; purely; simply,JLPT N-2
おかず,御数,"side dish; okazu; side dish (meat, fish, pickles, etc.) accompanying the rice in a typical Japanese meal / food for thought (esp. in the context of conversation, or material for assisting arousal during masturbation) / fill; fill-in (drumming)",JLPT N-2
かるた,歌留多,karuta; traditional Japanese playing cards,JLPT N-2
逆さま,さかさま,inverted; upside down; reversed; back to front,JLPT N-2
明々後日,しあさって,in three days' time; two days after tomorrow,JLPT N-2
くわえる,銜える,to hold in one's mouth,JLPT N-2
かじる,噛る,to gnaw; to nibble; to bite; to munch; to crunch / to dabble in; to have a smattering of,JLPT N-2
やっつける,やっ付ける,to beat; to attack (an enemy); to do away with; to finish off,JLPT N-2
加速度,かそくど,acceleration,JLPT N-2
針路,しんろ,course; direction,JLPT N-2
激増,げきぞう,sudden increase,JLPT N-2
仕上がる,しあがる,to be finished; to be completed; to be done,JLPT N-2
煎る,いる,to parch; to fry; to fire; to broil; to roast; to boil down (in oil),JLPT N-2
直流,ちょくりゅう,direct current; DC,JLPT N-2
同格,どうかく,the same rank; equality / apposition,JLPT N-2
坊や,ぼうや,boy,JLPT N-2
何々,なになに,"such and such (when being vague, placeholder, etc.); this and that / What?; What is the matter?; What are the items?",JLPT N-2
話し中,はなしちゅう,busy (phone),JLPT N-2
養分,ようぶん,nourishment; nutrient,JLPT N-2
お邪魔します,おじゃまします,excuse me for disturbing (interrupting) you; greeting used when entering someone's home,JLPT N-2
お先に,おさきに,before; previously / ahead / Pardon me for leaving (before you),JLPT N-2
お待ち遠様,おまちどおさま,I'm sorry to have kept you waiting,JLPT N-2
こちらこそ,,it is I who should say so,JLPT N-2
こないだ,此間,the other day; lately; recently,JLPT N-2
しみじみ,沁み沁み,"keenly; deeply; fully; heartily; seriously; earnestly / calmly; quietly; softly / fixedly (e.g. gazing, staring)",JLPT N-2
しゃぶる,,to suck; to lick,JLPT N-2
じゃんけん,じゃん拳,"rock, paper, scissors game",JLPT N-2
そのため,その為,hence; for that reason,JLPT N-2
どうぞよろしく,どうぞ宜しく,pleased to meet you; how do you do / my regards (to someone); my greetings; best wishes; remember me to,JLPT N-2
はきはき,,briskly; smartly; promptly; clearly; lucidly,JLPT N-2
オーバコート,,overcoat,JLPT N-2
タイア,,tire; tyre,JLPT N-2
下線,かせん,underline; underscore,JLPT N-2
火口,かこう,crater; caldera / burner (e.g. on a furnace),JLPT N-2
寒帯,かんたい,frigid zone,JLPT N-2
関東,かんとう,Kanto; region consisting of Tokyo and surrounding prefectures / Kanto; north-eastern half of Japan (during the feudal era),JLPT N-2
形容動詞,けいようどうし,"adjectival noun (Japanese); quasi-adjective; nominal adjective; na-, taru-, nari- and tari-adjective",JLPT N-2
つなげる,繋げる,to tie; to fasten; to connect; to transfer (phone call),JLPT N-2
酌む,くむ,to pour (sake); to serve; to drink together,JLPT N-2
お出掛け,おでかけ,about to start out; just about to leave or go out / outing; trip,JLPT N-2
述語,じゅつご,predicate,JLPT N-2
順々,じゅんじゅん,in order; in turn,JLPT N-2
羨む,うらやむ,to envy,JLPT N-2
挿す,さす,to insert; to put in / to plant (a cutting); to strike / to arrange (flowers) / to wear (a sword) in one's belt / to shut; to close; to lock; to fasten,JLPT N-2
おおよそ,大凡,about; roughly; approximately / generally; on the whole; as a rule / completely; quite; entirely; altogether; totally; not at all (with neg. verb) / outline; gist,JLPT N-2
碗,わん,"bowl (ceramic, porcelain)",JLPT N-2
あぶる,炙る,to warm (e.g. one's hands over a fire); to dry / to toast; to grill; to broil; to roast; to scorch,JLPT N-2
ぼろ,襤褸,"rag; scrap; tattered clothes / fault (esp. in a pretense, pretence); defect / run-down; shabby; junky",JLPT N-2
一昨昨日,いっさくさくじつ,two days before yesterday; three days back (ago),JLPT N-2
佚,いつ,being comfortable; relaxing,JLPT N-2
